averating,brand,dimension,frcolor,img,interface,keycap,led,logilayout,model,name,nreviews,physlayout,price,rollover,size,sku,switch,weight 
5.0,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2205_MD600RGB_W1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco White RGB LED  60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$164.00,Full,60%,MD600-NUSPDWWT1,Cherry MX Nature White,1.12 lbs
5.0,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2205_MD600RGB_W1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco White RGB LED  60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$164.00,Full,60%,MD600-SUSPDWWT1,Cherry MX Silver,1.12 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Navy,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-AUSPDAZBM_main.jpg,USB,Primary: Black Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Midnight Double Shot PBT Mechanical Keyboard,0,US QWERTY,$99.00,Full,Full Size,DKON1808-BUSPDAZBM,Cherry MX Brown,2.43 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Navy,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-AUSPDAZBM_main.jpg,USB,Primary: Black Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Midnight Double Shot PBT Mechanical Keyboard,0,US QWERTY,$99.00,Full,Full Size,DKON1808-CUSPDAZBM,Cherry MX Blue,2.43 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Navy,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-AUSPDAZBM_main.jpg,USB,Primary: Black Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Midnight Double Shot PBT Mechanical Keyboard,0,US QWERTY,$99.00,Full,Full Size,DKON1808-RUSPDAZBM,Cherry MX Red,2.43 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Navy,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-AUSPDAZBM_main.jpg,USB,Primary: Black Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Midnight Double Shot PBT Mechanical Keyboard,0,US QWERTY,$104.00,Full,Full Size,DKON1808-PUSPDAZBM,Cherry MX Silver,2.43 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Navy,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-AUSPDAZBM_main.jpg,USB,Primary: Black Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Midnight Double Shot PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1808-ZUSPDAZBM,Cherry MX Mixed,2.43 lbs
,Ducky,"14.37"" x 5.31"" x 1.57""",Navy,https://mechanicalkeyboards.com/shop/images/products/large_DKON1887-BUSPDAZBM_main.jpg,USB,Primary: Black Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Midnight TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$94.00,Full,Tenkeyless,DKON1887-CUSPDAZBM,Cherry MX Blue,2.10 lbs
,Ducky,"14.37"" x 5.31"" x 1.57""",Navy,https://mechanicalkeyboards.com/shop/images/products/large_DKON1887-BUSPDAZBM_main.jpg,USB,Primary: Black Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Midnight TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$94.00,Full,Tenkeyless,DKON1887-RUSPDAZBM,Cherry MX Red,2.10 lbs
3.5,Mechanical Keyboards Inc,"14.17"" x 5.51"" x 1.63""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2579_Black_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco Black RGB LED TKL Double Shot PBT Mechanical Keyboard,4,US QWERTY,$119.00,Full,Tenkeyless,MK8715RGB-BUSPDAAT6,KBT Brown,2.65 lbs
3.5,Mechanical Keyboards Inc,"14.17"" x 5.51"" x 1.63""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2579_Black_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco Black RGB LED TKL Double Shot PBT Mechanical Keyboard,4,US QWERTY,$119.00,Full,Tenkeyless,MK8715RGB-CUSPDAAT6,KBT Blue,2.65 lbs
3.5,Mechanical Keyboards Inc,"14.17"" x 5.51"" x 1.63""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2579_Black_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco Black RGB LED TKL Double Shot PBT Mechanical Keyboard,4,US QWERTY,$119.00,Full,Tenkeyless,MK8715RGB-RUSPDAAT6,KBT Red,2.65 lbs
5.0,Tex,"11.42"" x 4.72"" x 1.22""",Gray,https://mechanicalkeyboards.com/shop/images/products/large_3042_Yoda2_1.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,White,ANSI,Yoda II,Tex Yoda II White LED 60% Mechanical Keyboard,1,US QWERTY,$299.00,Full,60%,TKB64-Y2BW,Cherry MX Brown,2.05 lbs
5.0,Tex,"11.42"" x 4.72"" x 1.22""",Gray,https://mechanicalkeyboards.com/shop/images/products/large_3042_Yoda2_1.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,White,ANSI,Yoda II,Tex Yoda II White LED 60% Mechanical Keyboard,1,US QWERTY,$299.00,Full,60%,TKB64-Y2CW,Cherry MX Blue,2.05 lbs
5.0,Tex,"11.42"" x 4.72"" x 1.22""",Gray,https://mechanicalkeyboards.com/shop/images/products/large_3042_Yoda2_1.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,White,ANSI,Yoda II,Tex Yoda II White LED 60% Mechanical Keyboard,1,US QWERTY,$299.00,Full,60%,TKB64-Y2RW,Cherry MX Red,2.05 lbs
5.0,Tex,"11.42"" x 4.72"" x 1.22""",Gray,https://mechanicalkeyboards.com/shop/images/products/large_3042_Yoda2_1.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,White,ANSI,Yoda II,Tex Yoda II White LED 60% Mechanical Keyboard,1,US QWERTY,$306.00,Full,60%,TKB64-Y2PW,Cherry MX Silent Red,2.05 lbs
5.0,Tex,"11.42"" x 4.72"" x 1.22""",Gray,https://mechanicalkeyboards.com/shop/images/products/large_3042_Yoda2_1.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,White,ANSI,Yoda II,Tex Yoda II White LED 60% Mechanical Keyboard,1,US QWERTY,$306.00,Full,60%,TKB64-Y2SW,Cherry MX Silver,2.05 lbs
5.0,Tex,"11.42"" x 4.72"" x 1.22""",Gray,https://mechanicalkeyboards.com/shop/images/products/large_3042_Yoda2_1.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,White,ANSI,Yoda II,Tex Yoda II White LED 60% Mechanical Keyboard,1,US QWERTY,$309.00,Full,60%,TKB64-Y2WW,Cherry MX Clear,2.05 lbs
5.0,Tex,"11.42"" x 4.72"" x 1.22""",Gray,https://mechanicalkeyboards.com/shop/images/products/large_3042_Yoda2_1.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,White,ANSI,Yoda II,Tex Yoda II White LED 60% Mechanical Keyboard,1,US QWERTY,$309.00,Full,60%,TKB64-Y2GW,Cherry MX Green,2.05 lbs
3.9,KBParadise,"14.10"" x 5.30"" x 1.40""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1359_11879257_1198323093526495_435568983309575995_o.jpg,"USB,PS/2",Primary: Multi Double Shot ABS with White legends,n/a,ANSI,V80,KBParadise V80 Dolch TKL Double Shot ABS Mechanical Keyboard,8,US QWERTY,$129.00,Full,Tenkeyless,KBP-V80-MTSC-DOL,Matias Click,2.07 lbs
3.9,KBParadise,"14.10"" x 5.30"" x 1.40""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1359_11879257_1198323093526495_435568983309575995_o.jpg,"USB,PS/2",Primary: Multi Double Shot ABS with White legends,n/a,ANSI,V80,KBParadise V80 Dolch TKL Double Shot ABS Mechanical Keyboard,8,US QWERTY,$129.00,Full,Tenkeyless,KBP-V80-MTSQL-DOL,Matias Linear,2.07 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1825_Ninja1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja Mechanical Keyboard,0,US QWERTY,$159.00,Full,Full Size,FKBN104MC/EFB2,Cherry MX Blue,2.70 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1825_Ninja1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja Mechanical Keyboard,0,US QWERTY,$159.00,Full,Full Size,FKBN104MRL/EFB2,Cherry MX Red,2.70 lbs
5.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACBBBLE_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Black Border RGB LED  60% Double Shot PBT Mechanical Keyboard,3,US QWERTY,$169.00,Full,60%,VTG61USACBBBLK,Cherry MX Black,3.06 lbs
5.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACBBBLE_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Black Border RGB LED  60% Double Shot PBT Mechanical Keyboard,3,US QWERTY,$169.00,Full,60%,VTG61USACBBBRN,Cherry MX Brown,3.06 lbs
5.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACBBBLE_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Black Border RGB LED  60% Double Shot PBT Mechanical Keyboard,3,US QWERTY,$169.00,Full,60%,VTG61USACBBRED,Cherry MX Red,3.06 lbs
5.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACBBBLE_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Black Border RGB LED  60% Double Shot PBT Mechanical Keyboard,3,US QWERTY,$169.00,Full,60%,VTG61USACBBNWE,Cherry MX Nature White,3.06 lbs
5.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACBBBLE_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Black Border RGB LED  60% Double Shot PBT Mechanical Keyboard,3,US QWERTY,$169.00,Full,60%,VTG61USACBBSLV,Cherry MX Silver,3.06 lbs
5.0,Leopold,"17.32"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC900RLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC900R,Leopold FC900R Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$124.00,Full,Full Size,FC900RN/EWPD,Cherry MX Brown,2.65 lbs
5.0,Leopold,"17.32"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC900RLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC900R,Leopold FC900R Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$124.00,Full,Full Size,FC900RC/EWPD,Cherry MX Blue,2.65 lbs
5.0,Leopold,"17.32"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC900RLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC900R,Leopold FC900R Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$124.00,Full,Full Size,FC900RR/EWPD,Cherry MX Red,2.65 lbs
5.0,Leopold,"17.32"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC900RLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC900R,Leopold FC900R Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$129.00,Full,Full Size,FC900RW/EWPD,Cherry MX Clear,2.65 lbs
5.0,Leopold,"17.32"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC900RLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC900R,Leopold FC900R Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$129.00,Full,Full Size,FC900RS/EWPD,Cherry MX Silent Red,2.65 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2614_WhitePink_1.jpg,USB,Primary: Multi Dye Sub PBT with Multi legends,n/a,ANSI,One,Ducky One Pink / White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-BUSPHZWB4,Cherry MX Brown,2.87 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2614_WhitePink_1.jpg,USB,Primary: Multi Dye Sub PBT with Multi legends,n/a,ANSI,One,Ducky One Pink / White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-CUSPHZWB4,Cherry MX Blue,2.87 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2614_WhitePink_1.jpg,USB,Primary: Multi Dye Sub PBT with Multi legends,n/a,ANSI,One,Ducky One Pink / White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-RUSPHZWB4,Cherry MX Red,2.87 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2614_WhitePink_1.jpg,USB,Primary: Multi Dye Sub PBT with Multi legends,n/a,ANSI,One,Ducky One Pink / White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-WUSPHZWB4,Cherry MX Clear,2.87 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$105.00,Full,Tenkeyless,DKON1687-AUSPHWWB9,Cherry MX Black,2.50 lbs
5.0,Leopold,"3.46"" x 5.35"" x 1.77""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1711_FC210B_1.jpg,USB,Primary: Black Double Shot PBT with Beige legends,n/a,ANSI,FC210TP,Leopold FC210TP Black Case Double Shot PBT Mechanical Keyboard,3,US QWERTY,$59.00,6,Other,FC210TP/NBPD,Cherry MX Brown,0.66 lbs
5.0,Filco,"14.10"" x 5.30"" x 1.30""",White,https://mechanicalkeyboards.com/shop/images/products/large_1862_M2Cream_1.jpg,USB,Primary: White Laser Printed ABS with Green legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Cream White TKL Mechanical Keyboard,1,US QWERTY,$139.00,Full,Tenkeyless,FKBN87M/ECW2,Cherry MX Brown,2.20 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2516_711_Main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Multi,ANSI,One,Ducky One 711 Multi LED  Double Shot PBT Mechanical Keyboard,0,US QWERTY,$139.00,Full,Full Size,DKON1608S-ZUSPDAAZ1,Cherry MX Mixed,2.87 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-AUSPDAAB1,Cherry MX Black,2.87 lbs
4.5,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2201_MD600RGB_1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco Black RGB LED  60% Double Shot PBT Mechanical Keyboard,2,US QWERTY,$164.00,Full,60%,MD600-AUSPDAAT1,Cherry MX Black,1.12 lbs
5.0,Mechanical Keyboards Inc,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_TypistA-MK0818TA_main.jpg,USB-C,Primary: Black Double Shot PBT with White legends,n/a,ANSI,Typist,"MK Typist - PBT Double Shot keycaps, Type C USB, Programmable, 16 Layout Mechanical Keyboard",12,US QWERTY,$99.00,Full,Full Size,TypistA-MK0818TA,Kailh BOX White,2.87 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1829_NinjaTKL1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja TKL Mechanical Keyboard,0,US QWERTY,$139.00,Full,Tenkeyless,FKBN87M/EFB2,Cherry MX Brown,2.20 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1829_NinjaTKL1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja TKL Mechanical Keyboard,0,US QWERTY,$139.00,Full,Tenkeyless,FKBN87ML/EFB2,Cherry MX Black,2.20 lbs
1.0,Zero Zero One,"11.42"" x 4.21"" x 1.18""",Dark Gray,https://mechanicalkeyboards.com/shop/images/products/large_2653_GrayDS_1.jpg,USB,Primary: Dark Gray Dye Sub PBT with Black legends,White,ANSI,Z62,0.01 Z62 Dark Gray Dye Sub White LED  60% Dye Sub PBT Mechanical Keyboard,1,US QWERTY,$209.00,Full,60%,Z62W-GUSPDSDG,Cherry MX Green,1.13 lbs
1.0,Zero Zero One,"11.42"" x 4.21"" x 1.18""",Dark Gray,https://mechanicalkeyboards.com/shop/images/products/large_2653_GrayDS_1.jpg,USB,Primary: Dark Gray Dye Sub PBT with Black legends,White,ANSI,Z62,0.01 Z62 Dark Gray Dye Sub White LED  60% Dye Sub PBT Mechanical Keyboard,1,US QWERTY,$209.00,Full,60%,Z62W-WUSPDSDG,Cherry MX Clear,1.13 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.58""",White,https://mechanicalkeyboards.com/shop/images/products/large_3732_large_DKON1887S-USPDWZW1_main.jpg,USB-C,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,One 2,Ducky One 2 White Case White LED TKL Double Shot PBT Mechanical Keyboard,2,US QWERTY,$104.00,Full,Tenkeyless,DKON1887S-BUSPDWZW1,Cherry MX Brown,2.09 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.58""",White,https://mechanicalkeyboards.com/shop/images/products/large_3732_large_DKON1887S-USPDWZW1_main.jpg,USB-C,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,One 2,Ducky One 2 White Case White LED TKL Double Shot PBT Mechanical Keyboard,2,US QWERTY,$104.00,Full,Tenkeyless,DKON1887S-CUSPDWZW1,Cherry MX Blue,2.09 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.58""",White,https://mechanicalkeyboards.com/shop/images/products/large_3732_large_DKON1887S-USPDWZW1_main.jpg,USB-C,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,One 2,Ducky One 2 White Case White LED TKL Double Shot PBT Mechanical Keyboard,2,US QWERTY,$104.00,Full,Tenkeyless,DKON1887S-RUSPDWZW1,Cherry MX Red,2.09 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.58""",White,https://mechanicalkeyboards.com/shop/images/products/large_3732_large_DKON1887S-USPDWZW1_main.jpg,USB-C,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,One 2,Ducky One 2 White Case White LED TKL Double Shot PBT Mechanical Keyboard,2,US QWERTY,$104.00,Full,Tenkeyless,DKON1887S-PUSPDWZW1,Cherry MX Silver,2.09 lbs
5.0,Filco,"17.40"" x 5.50"" x 1.60""",White,https://mechanicalkeyboards.com/shop/images/products/large_2162_104EMW2_1.jpg,USB,Primary: White Laser Printed ABS with Gray legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 HAKUA Mechanical Keyboard,1,US QWERTY,$159.00,Full,Full Size,FKBN104MPS/EMW2,Cherry MX Silent Red,2.70 lbs
5.0,Filco,"17.40"" x 5.50"" x 1.60""",White,https://mechanicalkeyboards.com/shop/images/products/large_2162_104EMW2_1.jpg,USB,Primary: White Laser Printed ABS with Gray legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 HAKUA Mechanical Keyboard,1,US QWERTY,$159.00,Full,Full Size,FKBN104MC/EMW2,Cherry MX Blue,2.70 lbs
5.0,Filco,"17.40"" x 5.50"" x 1.60""",White,https://mechanicalkeyboards.com/shop/images/products/large_2162_104EMW2_1.jpg,USB,Primary: White Laser Printed ABS with Gray legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 HAKUA Mechanical Keyboard,1,US QWERTY,$159.00,Full,Full Size,FKBN104MRL/EMW2,Cherry MX Red,2.70 lbs
,Vortex,"11.78"" x 4.72"" x 1.54""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACSWBLK_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White LE Frosted White Border RGB LED  60% Double Shot PBT Mechanical Keyboard,0,US QWERTY,$169.00,Full,60%,VTG61USACSWBLE,Cherry MX Blue,3.06 lbs
,Vortex,"11.78"" x 4.72"" x 1.54""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACSWBLK_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White LE Frosted White Border RGB LED  60% Double Shot PBT Mechanical Keyboard,0,US QWERTY,$169.00,Full,60%,VTG61USACSWBRN,Cherry MX Brown,3.06 lbs
,Vortex,"11.78"" x 4.72"" x 1.54""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACSWBLK_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White LE Frosted White Border RGB LED  60% Double Shot PBT Mechanical Keyboard,0,US QWERTY,$169.00,Full,60%,VTG61USACSWRED,Cherry MX Red,3.06 lbs
,Vortex,"11.78"" x 4.72"" x 1.54""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VTG61USACSWBLK_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White LE Frosted White Border RGB LED  60% Double Shot PBT Mechanical Keyboard,0,US QWERTY,$169.00,Full,60%,VTG61USACSWSLV,Cherry MX Silver,3.06 lbs
5.0,Filco,"14.10"" x 5.30"" x 1.30""",White,https://mechanicalkeyboards.com/shop/images/products/large_2160_87EMW2_1.jpg,USB,Primary: White Laser Printed ABS with Gray legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 HAKUA TKL Mechanical Keyboard,1,US QWERTY,$139.00,Full,Tenkeyless,FKBN87MPS/EMW2,Cherry MX Silent Red,2.20 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.57""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1887S-AUSPDAZB1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One 2,Ducky One 2 TKL Blue LED  Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,Tenkeyless,DKON1887S-AUSPDAZB1,Cherry MX Black,2.10 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2060_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Red,ANSI,V60Plus,KBParadise V60Plus Blue/Red Blue / Red LED  60% Mechanical Keyboard,2,US QWERTY,$99.00,Full,60%,KBP-V60P-B-B/R,Cherry MX Brown,1.20 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC980MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,FC980ML/EWPD,Cherry MX Black,2.43 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2614_WhitePink_1.jpg,USB,Primary: Multi Dye Sub PBT with Multi legends,n/a,ANSI,One,Ducky One Pink / White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-QUSPHZWB4,Cherry MX White,2.87 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2614_WhitePink_1.jpg,USB,Primary: Multi Dye Sub PBT with Multi legends,n/a,ANSI,One,Ducky One Pink / White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$114.00,Full,Full Size,DKON1608-PUSPHZWB4,Cherry MX Silver,2.87 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2614_WhitePink_1.jpg,USB,Primary: Multi Dye Sub PBT with Multi legends,n/a,ANSI,One,Ducky One Pink / White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$114.00,Full,Full Size,DKON1608-GUSPHZWB4,Cherry MX Green,2.87 lbs
4.6,KBParadise,"11.40"" x 3.90"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1479_V60_Top_Printed_%285%29.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,V60,KBParadise V60 Standard 60% Mechanical Keyboard,10,US QWERTY,$99.00,6,60%,KBP-V60-FD,Matias Quiet Click,1.20 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$185.00,Full,60%,VA68DL2W/ASM2A,Cherry MX Black,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$185.00,6,60%,VA68TL1W/ALK12W,Cherry MX Black,3.00 lbs
